E,E^2,E^4,M,M^2,M^4,E_err,M_err
-3276.900000,10746247.600000,115833003540832.000000,163.000000,49866.200000,5998442933.600000,8.421203,68.622834
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3278.640000,10758471.360000,116133508273658.875000,150.240000,43177.760000,4904700967.040000,6.751118,54.665104
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3285.066667,10800878.400000,117058786448460.796875,110.566667,37710.333333,4122297574.133333,8.466824,59.717299
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.057143,10859811.657143,118327134729625.593750,73.342857,35638.457143,3619547930.742857,11.490594,62.712568
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3294.150000,10860303.400000,118331884695644.796875,62.650000,33585.100000,3248825957.200000,9.951579,55.353291
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3292.088889,10846300.444444,118008878782475.375000,75.888889,33971.600000,3103851237.866667,9.015241,50.580322
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3296.320000,10873906.560000,118596725481000.953125,84.580000,33718.600000,2956051453.600000,9.106149,46.067674
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3302.436364,10914550.545455,119496808364066.906250,95.745455,35658.254545,3183350787.200000,10.259393,43.139748
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3304.400000,10927564.000000,119782515233497.609375,103.200000,35966.333333,3135821204.533333,9.569142,40.080359
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3309.661538,10962650.338462,120565836807683.937500,119.784615,41750.646154,4054271986.215385,10.254990,40.426980
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3312.714286,10982928.800000,121014761713581.718750,129.257143,43529.085714,4130282898.971429,9.972990,38.608189
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3310.160000,10966425.706667,120668157330187.953125,131.466667,42629.866667,3946904435.626667,9.629304,36.010119
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3308.725000,10957297.700000,120483517822510.406250,130.912500,40989.425000,3721557980.900001,9.120981,33.688940
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3310.094118,10966073.694118,120663374992831.250000,125.988235,39577.435294,3546211601.035295,8.676373,32.026085
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.666667,10989936.444444,121196997081163.375000,131.122222,41143.533333,3873238547.466667,8.926263,30.627840
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3313.431579,10988474.442105,121168596770743.234375,141.705263,45268.168421,4635211232.842105,8.446672,30.843504
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3317.640000,11016475.680000,121789802800227.828125,141.920000,44428.960000,4500540619.840000,9.051102,29.261505
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3320.723810,11037109.790476,122252992312215.140625,134.942857,43481.009524,4331624242.666667,9.144954,28.694423
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3323.709091,11057000.000000,122695496372068.046875,118.963636,43996.327273,4332036152.581819,9.216254,31.683649
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3326.991304,11078818.365217,123178337237007.562500,120.034783,43663.721739,4251622189.356522,9.398204,30.293718
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3327.700000,11083388.000000,123273243170393.578125,127.241667,45738.250000,4541164087.400000,9.025961,29.885996
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.752000,11103711.488000,123724678431334.375000,126.352000,44412.000000,4368530025.599999,9.179610,28.679443
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3330.123077,11099492.430769,123629647528357.406250,124.046154,43053.015385,4207546044.430768,8.841880,27.650630
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
-3328.311111,11087432.237037,123362100909688.406250,129.481481,44560.444444,4432923619.199999,8.698910,27.156330
